transaction_id,account_from,account_to,iban_from,iban_to,amount,currency,transaction_ts,branch_id,channel,customer_document,card_number,updated_at,cdc_operation,_source_name,_source_file,_source_row
TXN-20260825-000022,ACC-100021,ACC-700021,PE84FINA0000000000100021,PE46FINA0000000000700021,9016.08,PEN,2026-08-25T06:42:00-05:00,LIM001,ATM,70000021,4556000000000021,2026-08-25T06:43:00-05:00,I,atm_LIM001,atm_LIM001.csv,23
TXN-20260825-000023,ACC-100022,ACC-700022,PE85FINA0000000000100022,PE47FINA0000000000700022,7729.35,PEN,2026-08-25T06:44:00-05:00,LIM001,ATM,70000022,4556000000000022,2026-08-25T06:45:00-05:00,I,atm_LIM001,atm_LIM001.csv,24
TXN-20260825-000024,ACC-100023,ACC-700023,PE86FINA0000000000100023,PE48FINA0000000000700023,21286.93,PEN,2026-08-25T06:46:00-05:00,LIM001,ATM,70000023,4556000000000023,2026-08-25T06:47:00-05:00,I,atm_LIM001,atm_LIM001.csv,25
TXN-20260825-000025,ACC-100024,ACC-700024,PE87FINA0000000000100024,PE49FINA0000000000700024,12498.09,PEN,2026-08-25T06:48:00-05:00,LIM001,ATM,70000024,4556000000000024,2026-08-25T06:49:00-05:00,I,atm_LIM001,atm_LIM001.csv,26
TXN-20260825-000026,ACC-100025,ACC-700025,PE88FINA0000000000100025,PE50FINA0000000000700025,22661.76,PEN,2026-08-25T06:50:00-05:00,LIM001,ATM,70000025,4556000000000025,2026-08-25T06:51:00-05:00,I,atm_LIM001,atm_LIM001.csv,27
TXN-20260825-000027,ACC-100026,ACC-700026,PE89FINA0000000000100026,PE51FINA0000000000700026,17514.28,PEN,2026-08-25T06:52:00-05:00,LIM001,ATM,70000026,4556000000000026,2026-08-25T06:53:00-05:00,I,atm_LIM001,atm_LIM001.csv,28
TXN-20260825-000028,ACC-100027,ACC-700027,PE90FINA0000000000100027,PE52FINA0000000000700027,3606.56,PEN,2026-08-25T06:54:00-05:00,LIM001,ATM,70000027,4556000000000027,2026-08-25T06:55:00-05:00,I,atm_LIM001,atm_LIM001.csv,29
TXN-20260825-000029,ACC-100028,ACC-700028,PE91FINA0000000000100028,PE53FINA0000000000700028,18647.38,PEN,2026-08-25T06:56:00-05:00,LIM001,ATM,70000028,4556000000000028,2026-08-25T06:57:00-05:00,I,atm_LIM001,atm_LIM001.csv,30
TXN-20260825-000030,ACC-100029,ACC-700029,PE92FINA0000000000100029,PE54FINA0000000000700029,21795.0,PEN,2026-08-25T06:58:00-05:00,LIM001,ATM,70000029,4556000000000029,2026-08-25T06:59:00-05:00,I,atm_LIM001,atm_LIM001.csv,31
TXN-20260825-000031,ACC-100030,ACC-700030,PE93FINA0000000000100030,PE55FINA0000000000700030,12222.19,USD,2026-08-25T07:00:00-05:00,LIM001,ATM,70000030,4556000000000030,2026-08-25T07:01:00-05:00,I,atm_LIM001,atm_LIM001.csv,32
TXN-20260825-000032,ACC-100031,ACC-700031,PE94FINA0000000000100031,PE56FINA0000000000700031,12145.04,PEN,2026-08-25T07:02:00-05:00,LIM001,ATM,70000031,4556000000000031,2026-08-25T07:03:00-05:00,I,atm_LIM001,atm_LIM001.csv,33
TXN-20260825-000033,ACC-100032,ACC-700032,PE95FINA0000000000100032,PE57FINA0000000000700032,3163.55,PEN,2026-08-25T07:04:00-05:00,LIM001,ATM,70000032,4556000000000032,2026-08-25T07:05:00-05:00,I,atm_LIM001,atm_LIM001.csv,34
TXN-20260825-000034,ACC-100033,ACC-700033,PE96FINA0000000000100033,PE58FINA0000000000700033,4916.88,PEN,2026-08-25T07:06:00-05:00,LIM001,ATM,70000033,4556000000000033,2026-08-25T07:07:00-05:00,I,atm_LIM001,atm_LIM001.csv,35
TXN-20260825-000035,ACC-100034,ACC-700034,PE97FINA0000000000100034,PE59FINA0000000000700034,16291.12,PEN,2026-08-25T07:08:00-05:00,LIM001,ATM,70000034,4556000000000034,2026-08-25T07:09:00-05:00,I,atm_LIM001,atm_LIM001.csv,36
TXN-20260825-000036,ACC-100035,ACC-700035,PE98FINA0000000000100035,PE60FINA0000000000700035,16870.54,PEN,2026-08-25T07:10:00-05:00,LIM001,ATM,70000035,4556000000000035,2026-08-25T07:11:00-05:00,I,atm_LIM001,atm_LIM001.csv,37
TXN-20260825-000037,ACC-100036,ACC-700036,PE10FINA0000000000100036,PE61FINA0000000000700036,9123.8,PEN,2026-08-25T07:12:00-05:00,LIM001,ATM,70000036,4556000000000036,2026-08-25T07:13:00-05:00,I,atm_LIM001,atm_LIM001.csv,38
TXN-20260825-000038,ACC-100037,ACC-700037,PE11FINA0000000000100037,PE62FINA0000000000700037,5973.37,PEN,2026-08-25T07:14:00-05:00,LIM001,ATM,70000037,4556000000000037,2026-08-25T07:15:00-05:00,I,atm_LIM001,atm_LIM001.csv,39
TXN-20260825-000039,ACC-100038,ACC-700038,PE12FINA0000000000100038,PE63FINA0000000000700038,17738.88,PEN,2026-08-25T07:16:00-05:00,LIM001,ATM,70000038,4556000000000038,2026-08-25T07:17:00-05:00,I,atm_LIM001,atm_LIM001.csv,40
TXN-20260825-000040,ACC-100039,ACC-700039,PE13FINA0000000000100039,PE64FINA0000000000700039,24409.5,PEN,2026-08-25T07:18:00-05:00,LIM001,ATM,70000039,4556000000000039,2026-08-25T07:19:00-05:00,I,atm_LIM001,atm_LIM001.csv,41
TXN-20260825-000041,ACC-100040,ACC-700040,PE14FINA0000000000100040,PE65FINA0000000000700040,23274.57,USD,2026-08-25T07:20:00-05:00,LIM001,ATM,70000040,4556000000000040,2026-08-25T07:21:00-05:00,I,atm_LIM001,atm_LIM001.csv,42
TXN-20260825-000042,ACC-100041,ACC-700041,PE15FINA0000000000100041,PE66FINA0000000000700041,6119.1,PEN,2026-08-25T07:22:00-05:00,LIM001,ATM,70000041,4556000000000041,2026-08-25T07:23:00-05:00,I,atm_LIM001,atm_LIM001.csv,43
TXN-20260825-000043,ACC-100042,ACC-700042,PE16FINA0000000000100042,PE67FINA0000000000700042,441.11,PEN,2026-08-25T07:24:00-05:00,LIM001,ATM,70000042,4556000000000042,2026-08-25T07:25:00-05:00,I,atm_LIM001,atm_LIM001.csv,44
TXN-20260825-000044,ACC-100043,ACC-700043,PE17FINA0000000000100043,PE68FINA0000000000700043,5542.15,PEN,2026-08-25T07:26:00-05:00,LIM001,ATM,70000043,4556000000000043,2026-08-25T07:27:00-05:00,I,atm_LIM001,atm_LIM001.csv,45
TXN-20260825-000045,ACC-100044,ACC-700044,PE18FINA0000000000100044,PE69FINA0000000000700044,10359.13,PEN,2026-08-25T07:28:00-05:00,LIM001,ATM,70000044,4556000000000044,2026-08-25T07:29:00-05:00,I,atm_LIM001,atm_LIM001.csv,46
TXN-20260825-000046,ACC-100045,ACC-700045,PE19FINA0000000000100045,PE70FINA0000000000700045,18662.88,PEN,2026-08-25T07:30:00-05:00,LIM001,ATM,70000045,4556000000000045,2026-08-25T07:31:00-05:00,I,atm_LIM001,atm_LIM001.csv,47
TXN-20260825-000047,ACC-100046,ACC-700046,PE20FINA0000000000100046,PE71FINA0000000000700046,24406.08,PEN,2026-08-25T07:32:00-05:00,LIM001,ATM,70000046,4556000000000046,2026-08-25T07:33:00-05:00,I,atm_LIM001,atm_LIM001.csv,48
TXN-20260825-000048,ACC-100047,ACC-700047,PE21FINA0000000000100047,PE72FINA0000000000700047,7515.88,PEN,2026-08-25T07:34:00-05:00,LIM001,ATM,70000047,4556000000000047,2026-08-25T07:35:00-05:00,I,atm_LIM001,atm_LIM001.csv,49
TXN-20260825-000049,ACC-100048,ACC-700048,PE22FINA0000000000100048,PE73FINA0000000000700048,5574.17,PEN,2026-08-25T07:36:00-05:00,LIM001,ATM,70000048,4556000000000048,2026-08-25T07:37:00-05:00,I,atm_LIM001,atm_LIM001.csv,50
TXN-20260825-000050,ACC-100049,ACC-700049,PE23FINA0000000000100049,PE74FINA0000000000700049,10451.71,PEN,2026-08-25T07:38:00-05:00,LIM001,ATM,70000049,4556000000000049,2026-08-25T07:39:00-05:00,I,atm_LIM001,atm_LIM001.csv,51
TXN-20260825-000051,ACC-100050,ACC-700050,PE24FINA0000000000100050,PE75FINA0000000000700050,5959.21,USD,2026-08-25T07:40:00-05:00,LIM001,ATM,70000050,4556000000000050,2026-08-25T07:41:00-05:00,I,atm_LIM001,atm_LIM001.csv,52
TXN-20260825-000052,ACC-100051,ACC-700051,PE25FINA0000000000100051,PE76FINA0000000000700051,10305.78,PEN,2026-08-25T07:42:00-05:00,LIM001,ATM,70000051,4556000000000051,2026-08-25T07:43:00-05:00,I,atm_LIM001,atm_LIM001.csv,53
TXN-20260825-000053,ACC-100052,ACC-700052,PE26FINA0000000000100052,PE77FINA0000000000700052,10897.25,PEN,2026-08-25T07:44:00-05:00,LIM001,ATM,70000052,4556000000000052,2026-08-25T07:45:00-05:00,I,atm_LIM001,atm_LIM001.csv,54
TXN-20260825-000054,ACC-100053,ACC-700053,PE27FINA0000000000100053,PE78FINA0000000000700053,14766.86,PEN,2026-08-25T07:46:00-05:00,LIM001,ATM,70000053,4556000000000053,2026-08-25T07:47:00-05:00,I,atm_LIM001,atm_LIM001.csv,55
TXN-20260825-000055,ACC-100054,ACC-700054,PE28FINA0000000000100054,PE79FINA0000000000700054,7250.34,PEN,2026-08-25T07:48:00-05:00,LIM001,ATM,70000054,4556000000000054,2026-08-25T07:49:00-05:00,I,atm_LIM001,atm_LIM001.csv,56
TXN-20260825-000056,ACC-100055,ACC-700055,PE29FINA0000000000100055,PE80FINA0000000000700055,15554.65,PEN,2026-08-25T07:50:00-05:00,LIM001,ATM,70000055,4556000000000055,2026-08-25T07:51:00-05:00,I,atm_LIM001,atm_LIM001.csv,57
TXN-20260825-000057,ACC-100056,ACC-700056,PE30FINA0000000000100056,PE81FINA0000000000700056,14038.58,PEN,2026-08-25T07:52:00-05:00,LIM001,ATM,70000056,4556000000000056,2026-08-25T07:53:00-05:00,I,atm_LIM001,atm_LIM001.csv,58
TXN-20260825-000058,ACC-100057,ACC-700057,PE31FINA0000000000100057,PE82FINA0000000000700057,22424.09,PEN,2026-08-25T07:54:00-05:00,LIM001,ATM,70000057,4556000000000057,2026-08-25T07:55:00-05:00,I,atm_LIM001,atm_LIM001.csv,59
TXN-20260825-000059,ACC-100058,ACC-700058,PE32FINA0000000000100058,PE83FINA0000000000700058,22232.2,PEN,2026-08-25T07:56:00-05:00,LIM001,ATM,70000058,4556000000000058,2026-08-25T07:57:00-05:00,I,atm_LIM001,atm_LIM001.csv,60
TXN-20260825-000060,ACC-100059,ACC-700059,PE33FINA0000000000100059,PE84FINA0000000000700059,10431.5,PEN,2026-08-25T07:58:00-05:00,LIM001,ATM,70000059,4556000000000059,2026-08-25T07:59:00-05:00,I,atm_LIM001,atm_LIM001.csv,61
TXN-20260825-000061,ACC-100060,ACC-700060,PE34FINA0000000000100060,PE85FINA0000000000700060,17305.67,USD,2026-08-25T08:00:00-05:00,LIM001,ATM,70000060,4556000000000060,2026-08-25T08:01:00-05:00,I,atm_LIM001,atm_LIM001.csv,62
TXN-20260825-000062,ACC-100061,ACC-700061,PE35FINA0000000000100061,PE86FINA0000000000700061,15022.72,PEN,2026-08-25T08:02:00-05:00,LIM001,ATM,70000061,4556000000000061,2026-08-25T08:03:00-05:00,I,atm_LIM001,atm_LIM001.csv,63
TXN-20260825-000063,ACC-100062,ACC-700062,PE36FINA0000000000100062,PE87FINA0000000000700062,19783.88,PEN,2026-08-25T08:04:00-05:00,LIM001,ATM,70000062,4556000000000062,2026-08-25T08:05:00-05:00,I,atm_LIM001,atm_LIM001.csv,64
TXN-20260825-000064,ACC-100063,ACC-700063,PE37FINA0000000000100063,PE88FINA0000000000700063,23993.79,PEN,2026-08-25T08:06:00-05:00,LIM001,ATM,70000063,4556000000000063,2026-08-25T08:07:00-05:00,I,atm_LIM001,atm_LIM001.csv,65
TXN-20260825-000065,ACC-100064,ACC-700064,PE38FINA0000000000100064,PE89FINA0000000000700064,18932.11,PEN,2026-08-25T08:08:00-05:00,LIM001,ATM,70000064,4556000000000064,2026-08-25T08:09:00-05:00,I,atm_LIM001,atm_LIM001.csv,66
TXN-20260825-000066,ACC-100065,ACC-700065,PE39FINA0000000000100065,PE90FINA0000000000700065,910.56,PEN,2026-08-25T08:10:00-05:00,LIM001,ATM,70000065,4556000000000065,2026-08-25T08:11:00-05:00,I,atm_LIM001,atm_LIM001.csv,67
TXN-20260825-000067,ACC-100066,ACC-700066,PE40FINA0000000000100066,PE91FINA0000000000700066,13269.43,PEN,2026-08-25T08:12:00-05:00,LIM001,ATM,70000066,4556000000000066,2026-08-25T08:13:00-05:00,I,atm_LIM001,atm_LIM001.csv,68
TXN-20260825-000068,ACC-100067,ACC-700067,PE41FINA0000000000100067,PE92FINA0000000000700067,8807.29,PEN,2026-08-25T08:14:00-05:00,LIM001,ATM,70000067,4556000000000067,2026-08-25T08:15:00-05:00,I,atm_LIM001,atm_LIM001.csv,69
TXN-20260825-000069,ACC-100068,ACC-700068,PE42FINA0000000000100068,PE93FINA0000000000700068,16903.67,PEN,2026-08-25T08:16:00-05:00,LIM001,ATM,70000068,4556000000000068,2026-08-25T08:17:00-05:00,I,atm_LIM001,atm_LIM001.csv,70
TXN-20260825-000070,ACC-100069,ACC-700069,PE43FINA0000000000100069,PE94FINA0000000000700069,15489.25,PEN,2026-08-25T08:18:00-05:00,LIM001,ATM,70000069,4556000000000069,2026-08-25T08:19:00-05:00,I,atm_LIM001,atm_LIM001.csv,71
TXN-20260825-000071,ACC-100070,ACC-700070,PE44FINA0000000000100070,PE95FINA0000000000700070,8489.45,USD,2026-08-25T08:20:00-05:00,LIM001,ATM,70000070,4556000000000070,2026-08-25T08:21:00-05:00,I,atm_LIM001,atm_LIM001.csv,72
TXN-20260825-000072,ACC-100071,ACC-700071,PE45FINA0000000000100071,PE96FINA0000000000700071,15850.44,PEN,2026-08-25T08:22:00-05:00,LIM001,ATM,70000071,4556000000000071,2026-08-25T08:23:00-05:00,I,atm_LIM001,atm_LIM001.csv,73
TXN-20260825-000073,ACC-100072,ACC-700072,PE46FINA0000000000100072,PE97FINA0000000000700072,7335.68,PEN,2026-08-25T08:24:00-05:00,LIM001,ATM,70000072,4556000000000072,2026-08-25T08:25:00-05:00,I,atm_LIM001,atm_LIM001.csv,74
TXN-20260825-000074,ACC-100073,ACC-700073,PE47FINA0000000000100073,PE98FINA0000000000700073,11723.96,PEN,2026-08-25T08:26:00-05:00,LIM001,ATM,70000073,4556000000000073,2026-08-25T08:27:00-05:00,I,atm_LIM001,atm_LIM001.csv,75
TXN-20260825-000075,ACC-100074,ACC-700074,PE48FINA0000000000100074,PE10FINA0000000000700074,9549.27,PEN,2026-08-25T08:28:00-05:00,LIM001,ATM,70000074,4556000000000074,2026-08-25T08:29:00-05:00,I,atm_LIM001,atm_LIM001.csv,76
TXN-20260825-000076,ACC-100075,ACC-700075,PE49FINA0000000000100075,PE11FINA0000000000700075,22986.39,PEN,2026-08-25T08:30:00-05:00,LIM001,ATM,70000075,4556000000000075,2026-08-25T08:31:00-05:00,I,atm_LIM001,atm_LIM001.csv,77
TXN-20260825-000077,ACC-100076,ACC-700076,PE50FINA0000000000100076,PE12FINA0000000000700076,8560.46,PEN,2026-08-25T08:32:00-05:00,LIM001,ATM,70000076,4556000000000076,2026-08-25T08:33:00-05:00,I,atm_LIM001,atm_LIM001.csv,78
TXN-20260825-000078,ACC-100077,ACC-700077,PE51FINA0000000000100077,PE13FINA0000000000700077,5449.84,PEN,2026-08-25T08:34:00-05:00,LIM001,ATM,70000077,4556000000000077,2026-08-25T08:35:00-05:00,I,atm_LIM001,atm_LIM001.csv,79
TXN-20260825-000079,ACC-100078,ACC-700078,PE52FINA0000000000100078,PE14FINA0000000000700078,24019.47,PEN,2026-08-25T08:36:00-05:00,LIM001,ATM,70000078,4556000000000078,2026-08-25T08:37:00-05:00,I,atm_LIM001,atm_LIM001.csv,80
TXN-20260825-000080,ACC-100079,ACC-700079,PE53FINA0000000000100079,PE15FINA0000000000700079,12496.45,PEN,2026-08-25T08:38:00-05:00,LIM001,ATM,70000079,4556000000000079,2026-08-25T08:39:00-05:00,I,atm_LIM001,atm_LIM001.csv,81
TXN-20260825-000161,ACC-100160,ACC-700160,PE45FINA0000000000100160,PE96FINA0000000000700160,13238.46,USD,2026-08-25T11:20:00-05:00,TRU001,ATM,70000160,4556000000000160,2026-08-25T11:21:00-05:00,I,atm_TRU001,atm_TRU001.csv,2
TXN-20260825-000162,ACC-100161,ACC-700161,PE46FINA0000000000100161,PE97FINA0000000000700161,6318.26,PEN,2026-08-25T11:22:00-05:00,TRU001,ATM,70000161,4556000000000161,2026-08-25T11:23:00-05:00,I,atm_TRU001,atm_TRU001.csv,3
TXN-20260825-000163,ACC-100162,ACC-700162,PE47FINA0000000000100162,PE98FINA0000000000700162,5467.47,PEN,2026-08-25T11:24:00-05:00,TRU001,ATM,70000162,4556000000000162,2026-08-25T11:25:00-05:00,I,atm_TRU001,atm_TRU001.csv,4
TXN-20260825-000164,ACC-100163,ACC-700163,PE48FINA0000000000100163,PE10FINA0000000000700163,2845.94,PEN,2026-08-25T11:26:00-05:00,TRU001,ATM,70000163,4556000000000163,2026-08-25T11:27:00-05:00,I,atm_TRU001,atm_TRU001.csv,5
TXN-20260825-000165,ACC-100164,ACC-700164,PE49FINA0000000000100164,PE11FINA0000000000700164,18005.14,PEN,2026-08-25T11:28:00-05:00,TRU001,ATM,70000164,4556000000000164,2026-08-25T11:29:00-05:00,I,atm_TRU001,atm_TRU001.csv,6
TXN-20260825-000166,ACC-100165,ACC-700165,PE50FINA0000000000100165,PE12FINA0000000000700165,20403.1,PEN,2026-08-25T11:30:00-05:00,TRU001,ATM,70000165,4556000000000165,2026-08-25T11:31:00-05:00,I,atm_TRU001,atm_TRU001.csv,7
TXN-20260825-000167,ACC-100166,ACC-700166,PE51FINA0000000000100166,PE13FINA0000000000700166,575.32,PEN,2026-08-25T11:32:00-05:00,TRU001,ATM,70000166,4556000000000166,2026-08-25T11:33:00-05:00,I,atm_TRU001,atm_TRU001.csv,8
TXN-20260825-000168,ACC-100167,ACC-700167,PE52FINA0000000000100167,PE14FINA0000000000700167,1066.8,PEN,2026-08-25T11:34:00-05:00,TRU001,ATM,70000167,4556000000000167,2026-08-25T11:35:00-05:00,I,atm_TRU001,atm_TRU001.csv,9
TXN-20260825-000169,ACC-100168,ACC-700168,PE53FINA0000000000100168,PE15FINA0000000000700168,7933.03,PEN,2026-08-25T11:36:00-05:00,TRU001,ATM,70000168,4556000000000168,2026-08-25T11:37:00-05:00,I,atm_TRU001,atm_TRU001.csv,10
TXN-20260825-000170,ACC-100169,ACC-700169,PE54FINA0000000000100169,PE16FINA0000000000700169,4825.22,PEN,2026-08-25T11:38:00-05:00,TRU001,ATM,70000169,4556000000000169,2026-08-25T11:39:00-05:00,I,atm_TRU001,atm_TRU001.csv,11
TXN-20260825-000171,ACC-100170,ACC-700170,PE55FINA0000000000100170,PE17FINA0000000000700170,3499.96,USD,2026-08-25T11:40:00-05:00,TRU001,ATM,70000170,4556000000000170,2026-08-25T11:41:00-05:00,I,atm_TRU001,atm_TRU001.csv,12
TXN-20260825-000172,ACC-100171,ACC-700171,PE56FINA0000000000100171,PE18FINA0000000000700171,15510.82,PEN,2026-08-25T11:42:00-05:00,TRU001,ATM,70000171,4556000000000171,2026-08-25T11:43:00-05:00,I,atm_TRU001,atm_TRU001.csv,13
TXN-20260825-000173,ACC-100172,ACC-700172,PE57FINA0000000000100172,PE19FINA0000000000700172,2341.04,PEN,2026-08-25T11:44:00-05:00,TRU001,ATM,70000172,4556000000000172,2026-08-25T11:45:00-05:00,I,atm_TRU001,atm_TRU001.csv,14
TXN-20260825-000174,ACC-100173,ACC-700173,PE58FINA0000000000100173,PE20FINA0000000000700173,884.23,PEN,2026-08-25T11:46:00-05:00,TRU001,ATM,70000173,4556000000000173,2026-08-25T11:47:00-05:00,I,atm_TRU001,atm_TRU001.csv,15
TXN-20260825-000175,ACC-100174,ACC-700174,PE59FINA0000000000100174,PE21FINA0000000000700174,21545.46,PEN,2026-08-25T11:48:00-05:00,TRU001,ATM,70000174,4556000000000174,2026-08-25T11:49:00-05:00,I,atm_TRU001,atm_TRU001.csv,16
TXN-20260825-000176,ACC-100175,ACC-700175,PE60FINA0000000000100175,PE22FINA0000000000700175,22496.94,PEN,2026-08-25T11:50:00-05:00,TRU001,ATM,70000175,4556000000000175,2026-08-25T11:51:00-05:00,I,atm_TRU001,atm_TRU001.csv,17
TXN-20260825-000177,ACC-100176,ACC-700176,PE61FINA0000000000100176,PE23FINA0000000000700176,15848.37,PEN,2026-08-25T11:52:00-05:00,TRU001,ATM,70000176,4556000000000176,2026-08-25T11:53:00-05:00,I,atm_TRU001,atm_TRU001.csv,18
TXN-20260825-000178,ACC-100177,ACC-700177,PE62FINA0000000000100177,PE24FINA0000000000700177,1480.09,PEN,2026-08-25T11:54:00-05:00,TRU001,ATM,70000177,4556000000000177,2026-08-25T11:55:00-05:00,I,atm_TRU001,atm_TRU001.csv,19
TXN-20260825-000179,ACC-100178,ACC-700178,PE63FINA0000000000100178,PE25FINA0000000000700178,4125.74,PEN,2026-08-25T11:56:00-05:00,TRU001,ATM,70000178,4556000000000178,2026-08-25T11:57:00-05:00,I,atm_TRU001,atm_TRU001.csv,20
TXN-20260825-000180,ACC-100179,ACC-700179,PE64FINA0000000000100179,PE26FINA0000000000700179,22818.13,PEN,2026-08-25T11:58:00-05:00,TRU001,ATM,70000179,4556000000000179,2026-08-25T11:59:00-05:00,I,atm_TRU001,atm_TRU001.csv,21
TXN-20260825-000181,ACC-100180,ACC-700180,PE65FINA0000000000100180,PE27FINA0000000000700180,20443.26,USD,2026-08-25T12:00:00-05:00,TRU001,ATM,70000180,4556000000000180,2026-08-25T12:01:00-05:00,I,atm_TRU001,atm_TRU001.csv,22
TXN-20260825-000182,ACC-100181,ACC-700181,PE66FINA0000000000100181,PE28FINA0000000000700181,19920.13,PEN,2026-08-25T12:02:00-05:00,TRU001,ATM,70000181,4556000000000181,2026-08-25T12:03:00-05:00,I,atm_TRU001,atm_TRU001.csv,23
TXN-20260825-000183,ACC-100182,ACC-700182,PE67FINA0000000000100182,PE29FINA0000000000700182,16226.78,PEN,2026-08-25T12:04:00-05:00,TRU001,ATM,70000182,4556000000000182,2026-08-25T12:05:00-05:00,I,atm_TRU001,atm_TRU001.csv,24
TXN-20260825-000184,ACC-100183,ACC-700183,PE68FINA0000000000100183,PE30FINA0000000000700183,21136.27,PEN,2026-08-25T12:06:00-05:00,TRU001,ATM,70000183,4556000000000183,2026-08-25T12:07:00-05:00,I,atm_TRU001,atm_TRU001.csv,25
TXN-20260825-000185,ACC-100184,ACC-700184,PE69FINA0000000000100184,PE31FINA0000000000700184,20734.53,PEN,2026-08-25T12:08:00-05:00,TRU001,ATM,70000184,4556000000000184,2026-08-25T12:09:00-05:00,I,atm_TRU001,atm_TRU001.csv,26
TXN-20260825-000186,ACC-100185,ACC-700185,PE70FINA0000000000100185,PE32FINA0000000000700185,19476.77,PEN,2026-08-25T12:10:00-05:00,TRU001,ATM,70000185,4556000000000185,2026-08-25T12:11:00-05:00,I,atm_TRU001,atm_TRU001.csv,27
TXN-20260825-000187,ACC-100186,ACC-700186,PE71FINA0000000000100186,PE33FINA0000000000700186,961.96,PEN,2026-08-25T12:12:00-05:00,TRU001,ATM,70000186,4556000000000186,2026-08-25T12:13:00-05:00,I,atm_TRU001,atm_TRU001.csv,28
TXN-20260825-000188,ACC-100187,ACC-700187,PE72FINA0000000000100187,PE34FINA0000000000700187,9098.4,PEN,2026-08-25T12:14:00-05:00,TRU001,ATM,70000187,4556000000000187,2026-08-25T12:15:00-05:00,I,atm_TRU001,atm_TRU001.csv,29
TXN-20260825-000189,ACC-100188,ACC-700188,PE73FINA0000000000100188,PE35FINA0000000000700188,11129.22,PEN,2026-08-25T12:16:00-05:00,TRU001,ATM,70000188,4556000000000188,2026-08-25T12:17:00-05:00,I,atm_TRU001,atm_TRU001.csv,30
TXN-20260825-000190,ACC-100189,ACC-700189,PE74FINA0000000000100189,PE36FINA0000000000700189,15538.9,PEN,2026-08-25T12:18:00-05:00,TRU001,ATM,70000189,4556000000000189,2026-08-25T12:19:00-05:00,I,atm_TRU001,atm_TRU001.csv,31
TXN-20260825-000191,ACC-100190,ACC-700190,PE75FINA0000000000100190,PE37FINA0000000000700190,15475.62,USD,2026-08-25T12:20:00-05:00,TRU001,ATM,70000190,4556000000000190,2026-08-25T12:21:00-05:00,I,atm_TRU001,atm_TRU001.csv,32
TXN-20260825-000192,ACC-100191,ACC-700191,PE76FINA0000000000100191,PE38FINA0000000000700191,23364.18,PEN,2026-08-25T12:22:00-05:00,TRU001,ATM,70000191,4556000000000191,2026-08-25T12:23:00-05:00,I,atm_TRU001,atm_TRU001.csv,33
TXN-20260825-000193,ACC-100192,ACC-700192,PE77FINA0000000000100192,PE39FINA0000000000700192,17482.54,PEN,2026-08-25T12:24:00-05:00,TRU001,ATM,70000192,4556000000000192,2026-08-25T12:25:00-05:00,I,atm_TRU001,atm_TRU001.csv,34
TXN-20260825-000194,ACC-100193,ACC-700193,PE78FINA0000000000100193,PE40FINA0000000000700193,22115.17,PEN,2026-08-25T12:26:00-05:00,TRU001,ATM,70000193,4556000000000193,2026-08-25T12:27:00-05:00,I,atm_TRU001,atm_TRU001.csv,35
TXN-20260825-000195,ACC-100194,ACC-700194,PE79FINA0000000000100194,PE41FINA0000000000700194,7137.05,PEN,2026-08-25T12:28:00-05:00,TRU001,ATM,70000194,4556000000000194,2026-08-25T12:29:00-05:00,I,atm_TRU001,atm_TRU001.csv,36
TXN-20260825-000196,ACC-100195,ACC-700195,PE80FINA0000000000100195,PE42FINA0000000000700195,3245.69,PEN,2026-08-25T12:30:00-05:00,TRU001,ATM,70000195,4556000000000195,2026-08-25T12:31:00-05:00,I,atm_TRU001,atm_TRU001.csv,37
TXN-20260825-000197,ACC-100196,ACC-700196,PE81FINA0000000000100196,PE43FINA0000000000700196,22682.26,PEN,2026-08-25T12:32:00-05:00,TRU001,ATM,70000196,4556000000000196,2026-08-25T12:33:00-05:00,I,atm_TRU001,atm_TRU001.csv,38
TXN-20260825-000198,ACC-100197,ACC-700197,PE82FINA0000000000100197,PE44FINA0000000000700197,20108.38,PEN,2026-08-25T12:34:00-05:00,TRU001,ATM,70000197,4556000000000197,2026-08-25T12:35:00-05:00,I,atm_TRU001,atm_TRU001.csv,39
TXN-20260825-000199,ACC-100198,ACC-700198,PE83FINA0000000000100198,PE45FINA0000000000700198,23925.74,PEN,2026-08-25T12:36:00-05:00,TRU001,ATM,70000198,4556000000000198,2026-08-25T12:37:00-05:00,I,atm_TRU001,atm_TRU001.csv,40
TXN-20260825-000200,ACC-100199,ACC-700199,PE84FINA0000000000100199,PE46FINA0000000000700199,20881.98,PEN,2026-08-25T12:38:00-05:00,TRU001,ATM,70000199,4556000000000199,2026-08-25T12:39:00-05:00,I,atm_TRU001,atm_TRU001.csv,41
TXN-20260825-000201,ACC-100200,ACC-700200,PE85FINA0000000000100200,PE47FINA0000000000700200,7624.7,USD,2026-08-25T12:40:00-05:00,TRU001,ATM,70000200,4556000000000200,2026-08-25T12:41:00-05:00,I,atm_TRU001,atm_TRU001.csv,42
TXN-20260825-000202,ACC-100201,ACC-700201,PE86FINA0000000000100201,PE48FINA0000000000700201,4434.46,PEN,2026-08-25T12:42:00-05:00,TRU001,ATM,70000201,4556000000000201,2026-08-25T12:43:00-05:00,I,atm_TRU001,atm_TRU001.csv,43
